"from_id","from_cat","to_id","to_cat"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","target_coredns_poisoning","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-5163e382-6b2b-4cc8-bf47-22a2e1e8e346","target_exec_into_container","mact-d107fce5-e2a0-4b56-bff9-30769a5e7452","pod_exec_request_activity"
"obf-0c7a8541-1cf9-4cce-85d8-5824104289cf","target_access_the_kubernetes_api_server","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-63d3ac25-85f8-4c5b-b2e2-cce25363560e","target_cluster_internal_networking","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-cce3dfde-fcbc-4972-b666-e50403edb23e","target_denial_of_service","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","target_pod_container_name_similarity","mact-00a371b8-7af7-422c-bc7a-0e5cb72fbbbc","noncontroller_pod+_create_activity"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","target_access_container_service_account","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-e642da19-c9bb-47eb-85f9-3400d5376c57","target_writable_hostpath_mount","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-9300e8ea-52e6-4368-82a2-42f8afd594e2","target_container_service_account","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-4aa2cc22-e6a0-4699-9d60-15650f4dc74f","target_resource_hijacking","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-be003bad-fc60-4ba7-868d-194f909d4c4b","target_vulnerable_application","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
